"File","Line","Text"
"lib\generated\app_localizations_ko.dart","180","'?渥篣???:'"
"lib\generated\app_localizations_ko.dart","183","'儥早?域? 鴗掠謔禺未 ????(黖? 2500??'"
"lib\generated\app_localizations_ko.dart","186","'?渥篣?? (黖? 50?? 諤 儦渠???????'"
"lib\generated\app_localizations_ko.dart","189","'儥早??黺? ?渥:'"
"lib\generated\app_localizations_ko.dart","192","'黺? ?渥??????..'"
"lib\generated\app_localizations_ko.dart","195","'?月斥 ???渥穈 ???渣? ????諢?窸虛???窶???'"
"lib\generated\app_localizations_ko.dart","210","'鼒到?'"
"lib\generated\app_localizations_ko.dart","216","'黕??潺? ??伕????蛟?篧?'"
"lib\generated\app_localizations_ko.dart","225","'黺? ?渥 ?賄?'"
"lib\generated\app_localizations_ko.dart","228","'儥早???渠?????? ???諝??? ?渥? ???鴥潰??'"
"lib\generated\app_localizations_ko.dart","231","'???鴗?..'"
"lib\generated\app_localizations_ko.dart","234","'?渠站鴔 ????鴗?..'"
"lib\generated\app_localizations_ko.dart","237","'黖? 10?伉?鴔 ?渠站鴔諝????? ????.'"
"lib\generated\app_localizations_ko.dart","240","'?渠站鴔 麮收 鴗?..'"
"lib\generated\app_localizations_ko.dart","243","'儥早???域?????鴗?..'"
"lib\generated\app_localizations_ko.dart","247","'儥早??\""$charName\""??穈) ????蛟???'"
"lib\generated\app_localizations_ko.dart","252","'儥早??? ?欠: ?渠站鴔 ????????黕頃???蛟??? ?貲???國盒????渥ˉ?賄?.'"
"lib\generated\app_localizations_ko.dart","256","'儥早??? ?欠: $error'"
"lib\generated\app_localizations_ko.dart","266","'?圉收????'"
"lib\generated\app_localizations_ko.dart","287","'麆刺??儥早??貐湊萼'"
"lib\generated\app_localizations_ko.dart","290","'穈?陷 貐渣??'"
"lib\generated\app_localizations_ko.dart","293","'?????赭?'"
"lib\generated\app_localizations_ko.dart","296","'諢溢??'"
"lib\generated\app_localizations_ko.dart","299","'諢溢????窶???(織;?;`)'"
"lib\generated\app_localizations_ko.dart","302","'?盂 ???渥?'"
"lib\generated\app_localizations_ko.dart","308","'鮈??? ?木? ??????鴔 篣圉謔湊??(織?` )'"
"lib\generated\app_localizations_ko.dart","311","'窸? ?原?'"
"lib\generated\app_localizations_ko.dart","314","'??窸????? ?原???窶???鉈毯?'"
"lib\generated\app_localizations_ko.dart","318","'????? ??謔????諰? 諈刺? ?域?國? ?筋?諢??原??拘???'"
"lib\generated\app_localizations_ko.dart","321","'???? ?原??? ??窶?'"
"lib\generated\app_localizations_ko.dart","327","'窸????梓陬?諢??原????蛟???'"
"lib\generated\app_localizations_ko.dart","335","'??貒?: $version'"
"lib\generated\app_localizations_ko.dart","342","'諟潰? ???? ?賄?? ?陷諝????鴥潰??'"
"lib\generated\app_localizations_ko.dart","345","'?賄??潺? ?渠?'"
"lib\generated\app_localizations_ko.dart","357","'$friendName ?頃??????渥'"
"lib\generated\app_localizations_ko.dart","361","'諰?鴔 ?...'"
"lib\generated\app_localizations_ko.dart","364","'儥早???域?圉未 麆樺? ????'"
"lib\generated\app_localizations_ko.dart","368","'儥早???賈? ?陷 諢? ?欠: $errorDetails'"
"lib\generated\app_localizations_ko.dart","375","'??儦筋'"
"lib\generated\app_localizations_ko.dart","381","'?國痔?痔?? ?科'"
"lib\generated\app_localizations_ko.dart","384","'鴔 ??'"
"lib\generated\app_localizations_ko.dart","387","'篣堅? (???潺? ??渥ˉ?賄?)'"
"lib\generated\app_localizations_ko.dart","390","'?潰? 諈刺?'"
"lib\generated\app_localizations_ko.dart","393","'?欠?謔?諈刺?'"
"lib\generated\app_localizations_ko.dart","396","'諈域? 諈刺?'"
"lib\generated\app_localizations_ko.dart","402","'??窸蛙??秒'"
"lib\generated\app_localizations_ko.dart","405","'?????????賄?穈 ?骨??! 鴔篣?諻? ?鴔 ?ㄗ諤收諝?????'"
"lib\generated\app_localizations_ko.dart","408","'窸??潤 ?蛟?'"
"lib\generated\app_localizations_ko.dart","411","'???窸蛙?'"
"lib\generated\app_localizations_ko.dart","414","'? 窸蛙??秒????'"
"lib\generated\app_localizations_ko.dart","417","'?版 ??'"
"lib\generated\app_localizations_ko.dart","420","'?渥 ??'"
"lib\generated\app_localizations_ko.dart","423","'??域窵?穈?陷 麮收諻拖麂'"
"lib\generated\app_localizations_ko.dart","430","'??域窵?穈?陷 麮收諻拖麂\n黖滂 ??渣: 2026??4??10?墦n\n??域窵??渣? \""貐????么"")???渥??鴥潰???穈?拘??? ?寢??篞?? 穈?陷諝??????禹萼諰? 貐???? ?陷 ?? 諻?貐渣 諻拖????月??拘???\n\n1. 窸? ?陷:\n????諢溢?? Google, Facebook, Apple 窸??潺? 諢溢????Firebase UID, ?渠??? ??? ???拘???\n?渠???穈?? ?渠???穈????窸? ?陷諝????庚, 赬?貒??Firebase ???篣域?諢????? 窵謔禺?.\n\n?? ?域?? AI 儥早?域? ?域?? 篣域??? AI??????篣圉? 諻?窶? ??? ?渥????伕?.\n篣國萼 ?陷: 篣國萼 諈刺, OS 貒?, 窸? ???未 ???黖??未 ? ???拘???\n\n2. ?陷???渥 諈拖?\nAI 窶踫? ?伊?: ???篣圉????蛭? AI ?蛟? ?? 諻??梓痔 ?澎???黖???\n?????渥?: ?科??黺拖?, ?? 篣圉? 麮收 諻?貐賄 ?賄?.\n貐渥? 貐渣: ? ?? 諈刺??圉? 諻??? 貐渣.\n\n3. ????篣域? ?\n貐????月? Google Cloud / Firebase, OpenRouter / xAI / Meta??篣域????科?拘??? ?寢??篞?? ???篣圉???窵?鴥潰?窶??坐?? ??.\n\n4. ?域?????諻??原?\n?域?圉? ?渠?圉? ???????? ??伙?. ?賄??? 窸? 諻?諈刺? ?域?域? ?筋 ?原?諝??痍??????.'"
"lib\generated\app_localizations_ko.dart","433","'??域窵??????渥?赭?'"
"lib\generated\app_localizations_ko.dart","440","'??域窵??????渥?赭?\n黖滂 ??渣: 2026??4??10?墦n\n貐????月未 ?渥??篣??? ?木? ?赭???鴥潰? 篧? ?趣鴥潰?篣?諻??. ?渥?????到? ?木? ?渥?????到? ?站?拘???\n\n1. ???木? ?梓痔 諻?諰渥? 魽堅\n赬穈???: 諈刺? ?蛟?? ???AI穈 ??庚, ???? ????貐?? ??.\n???謔科?? AI???筋?穇圉? 賱?????渥?????????. ?科?? ?窸??筋諝?窱禺??渥 ?拘???\n\n2. 穈???科??諻?窶域?\n?科???梓痔: ???????科?賈? 穈?????潺?, ?爸 ???欠?謔? 諈域? 諈刺?, ?狩, ?蛭? ?? ????賱??伕?.\n赬 麆到: 穈?諈刺????科???爸 篣域?? AI ?域 赬???圉 ?木??庚 魽域???????.\n\n3. ?科???? 篞?\n篣? ?秒: 篞寨???卿, 貒? ?? ?? 貒? ?? ?渥 ???篣??拘???\n???穈: ?????筋??謔禺??????諤? ?蛭? ?域???楊諝??痔??篣??拘???\n\n4. 鴔??國?\n?偷??儠?鼽? \'"
"lib\generated\app_localizations_ko.dart","440","' ??窸蛙? 儥早?? ?木?, ??謔科, 窶? 諢???窷收??\'"
"lib\generated\app_localizations_ko.dart","440","'????.\n?潰? ??: ?儠? ?堅 ?桿? ??????Google, Apple ????篞????圉 ???? ?科?拘???\nAI ? 儠?鼽? ?潺? ?渠站鴔??AI ?筋(Niji.journey ??諝??蛭 ????潺庚 ?????潰?諝??陷???蛟???\n篣? ??: ?? ?? ?????渥, ?禺偽?? ??? 諈刺 ? ?渥??篣??拘???\n\n5. ????鮈?\n?赭? ?? ???科? ?蛙? ? 窸????? ?? ?筋 赬??桶???????.'"
"lib\generated\app_localizations_ko.dart","449","'?國盒 ?月?'"
"lib\generated\app_localizations_ko.dart","452","'?? 諤? 儥早?國? ???'"
"lib\generated\app_localizations_ko.dart","461","'麆刺 ?渥?'"
"lib\generated\app_localizations_ko.dart","464","'麆刺'"
"lib\generated\app_localizations_ko.dart","467","'麆刺??窶???'"
"lib\generated\app_localizations_ko.dart","471","'麆刺 ?????寨?穈?$charName ?? 諰?鴔諝?諻? ????.'"
"lib\generated\app_localizations_ko.dart","475","'?木? ???萼'"
"lib\generated\app_localizations_ko.dart","478","'麆刺 ??'"
"lib\generated\app_localizations_ko.dart","481","'??儥早?域? ???? ?陷穈 ?? ??...'"
"lib\generated\app_localizations_ko.dart","487","'?科???陷諝?麆樺? ????'"
"lib\generated\app_localizations_ko.dart","493","'? ?域眼?蛙 赬 ??~'"
"lib\generated\app_localizations_ko.dart","496","'????汝'"
"lib\generated\app_localizations_ko.dart","499","'窱? 篣圉?'"
"lib\generated\app_localizations_ko.dart","508","'篣圉???貐渠諰?諢溢?貲??賄?'"
"lib\generated\app_localizations_ko.dart","511","'?? 鮈??未 ?斥 窶?諡潰 ???'"
"lib\generated\app_localizations_ko.dart","514","'貐湊??到 赬 ??. 諢??? 麆樺?貐渥??'"
"lib\generated\app_localizations_ko.dart","517","'?科????'"
"lib\generated\app_localizations_ko.dart","520","'?木? 賳ㄗ'"
"lib\generated\app_localizations_ko.dart","523","'?? ?月?鴔'"
"lib\generated\app_localizations_ko.dart","526","'諯潤 ?禺??欠'"
"lib\generated\app_localizations_ko.dart","529","'?科 諈刺?'"
"lib\generated\app_localizations_ko.dart","535","'儢木? 儢禺'"
"lib\generated\app_localizations_ko.dart","538","'????? 儢禺 魽域??萼'"
"lib\generated\app_localizations_ko.dart","541","'鼒到?'"
"lib\generated\app_localizations_ms.dart","312","'Adakah anda ingin log keluar?(織;?;`)'"
"lib\generated\app_localizations_ms.dart","322","'Baiklah! Saya akan tunggu anda kembali??織?` )'"
"lib\generated\app_localizations_ms.dart","329","'Adakah anda pasti mahu memadam akaun ini?鉈毯?'"
"lib\generated\app_localizations_pt.dart","12","'Configura癟繭es'"
"lib\generated\app_localizations_pt.dart","18","'Feedback e Sugest繭es'"
"lib\generated\app_localizations_pt.dart","27","'Voc礙 ainda n瓊o tem nenhum amigo.'"
"lib\generated\app_localizations_pt.dart","56","'Fam穩lia Rica'"
"lib\generated\app_localizations_pt.dart","77","'Irm瓊 S礙nior'"
"lib\generated\app_localizations_pt.dart","80","'Irm瓊o J繳nior'"
"lib\generated\app_localizations_pt.dart","95","'Diferen癟a de Idade'"
"lib\generated\app_localizations_pt.dart","98","'Usu獺rio n瓊o encontrado'"
"lib\generated\app_localizations_pt.dart","102","'Os dados da imagem est瓊o inconsistentes, por favor, selecione a imagem novamente.'"
"lib\generated\app_localizations_pt.dart","109","'?lbum de Personagens (A primeira imagem 矇 o avatar principal)'"
"lib\generated\app_localizations_pt.dart","115","'Descri癟瓊o do Personagem:'"
"lib\generated\app_localizations_pt.dart","121","'Profiss瓊o:*'"
"lib\generated\app_localizations_pt.dart","124","'Anivers獺rio:(MMDD)'"
"lib\generated\app_localizations_pt.dart","127","'G礙nero *'"
"lib\generated\app_localizations_pt.dart","130","'N瓊o selecionado'"
"lib\generated\app_localizations_pt.dart","145","'Descri癟瓊o da apar礙ncia:'"
"lib\generated\app_localizations_pt.dart","162","'O que n瓊o gosta:(por exemplo: mel瓊o amargo, lugares barulhentos)'"
"lib\generated\app_localizations_pt.dart","166","'Pequenos segredos desconhecidos: (por exemplo: na verdade 矇 uma pessoa sem senso de dire癟瓊o)'"
"lib\generated\app_localizations_pt.dart","177","'Exemplo de di獺logo: (Jogador: Voc礙 矇 t瓊o bom! Personagem: ...Oh.)'"
"lib\generated\app_localizations_pt.dart","180","'Hist籀rico do Personagem:'"
"lib\generated\app_localizations_pt.dart","184","'Insira a hist籀ria de fundo do personagem (m獺ximo 2500 palavras)'"
"lib\generated\app_localizations_pt.dart","187","'In穩cio da Hist籀ria:'"
"lib\generated\app_localizations_pt.dart","191","'Insira a trama do personagem (m獺ximo 2500 palavras)'"
"lib\generated\app_localizations_pt.dart","195","'Resumo da Hist籀ria (m獺ximo 50 palavras, ser獺 exibido no cart瓊o de encontro)'"
"lib\generated\app_localizations_pt.dart","198","'Informa癟繭es Adicionais do Personagem:'"
"lib\generated\app_localizations_pt.dart","201","'Insira conte繳do adicional...'"
"lib\generated\app_localizations_pt.dart","205","'Tornar p繳blico para que outros jogadores possam jogar?'"
"lib\generated\app_localizations_pt.dart","211","'N瓊o'"
"lib\generated\app_localizations_pt.dart","224","'Voc礙 vai sair da tela de cria癟瓊o de personagem'"
"lib\generated\app_localizations_pt.dart","233","'N瓊o'"
"lib\generated\app_localizations_pt.dart","236","'Editar Conte繳do Adicional'"
"lib\generated\app_localizations_pt.dart","240","'Por favor, preencha o nome do personagem e fa癟a o upload de pelo menos um avatar!'"
"lib\generated\app_localizations_pt.dart","250","'S籀 矇 poss穩vel fazer upload de no m獺ximo 10 imagens.'"
"lib\generated\app_localizations_pt.dart","265","'Falha ao criar o personagem: o upload da imagem expirou, por favor, verifique sua conex瓊o com a internet.'"
"lib\generated\app_localizations_pt.dart","273","'Apar礙ncia e Conte繳do'"
"lib\generated\app_localizations_pt.dart","276","'Gerenciamento de Conta e Conte繳do'"
"lib\generated\app_localizations_pt.dart","279","'Sobre N籀s'"
"lib\generated\app_localizations_pt.dart","295","'ID do usu獺rio copiado para a 獺rea de transfer礙ncia'"
"lib\generated\app_localizations_pt.dart","304","'Pol穩tica de Privacidade'"
"lib\generated\app_localizations_pt.dart","307","'Termos de Servi癟o'"
"lib\generated\app_localizations_pt.dart","313","'Voc礙 vai sair da conta?(織;?;`)'"
"lib\generated\app_localizations_pt.dart","323","'Ok! Estarei esperando voc礙 voltar??織?` )'"
"lib\generated\app_localizations_pt.dart","330","'Voc礙 tem certeza de que deseja excluir esta conta?鉈毯?'"
"lib\generated\app_localizations_pt.dart","334","'Esta a癟瓊o 矇 irrevers穩vel, todos os dados ser瓊o permanentemente exclu穩dos!'"
"lib\generated\app_localizations_pt.dart","337","'N瓊o, eu n瓊o quero excluir'"
"lib\generated\app_localizations_pt.dart","343","'Conta exclu穩da com sucesso.'"
"lib\generated\app_localizations_pt.dart","347","'Os personagens e cenas do jogo s瓊o fict穩cios, por favor, n瓊o os aplique na realidade! Se houver alguma semelhan癟a, 矇 pura coincid礙ncia.'"
"lib\generated\app_localizations_pt.dart","351","'Vers瓊o do Aplicativo: $version'"
"lib\generated\app_localizations_pt.dart","359","'Por favor, edite seu perfil para completar suas informa癟繭es primeiro!'"
"lib\generated\app_localizations_pt.dart","374","'Conte繳do do chat com $friendName'"
"lib\generated\app_localizations_pt.dart","381","'Dados do personagem n瓊o encontrados'"
"lib\generated\app_localizations_pt.dart","392","'Amigo de inf璽ncia'"
"lib\generated\app_localizations_pt.dart","407","'Modo Di獺rio'"
"lib\generated\app_localizations_pt.dart","410","'Modo Hist籀ria'"
"lib\generated\app_localizations_pt.dart","419","'Novo An繳ncio'"
"lib\generated\app_localizations_pt.dart","423","'Uma nova Carta do Tempo chegou! V獺 verificar o Pergaminho agora!'"
"lib\generated\app_localizations_pt.dart","429","'An繳ncio do Sistema'"
"lib\generated\app_localizations_pt.dart","432","'Nenhum an繳ncio no momento.'"
"lib\generated\app_localizations_pt.dart","435","'Sem T穩tulo'"
"lib\generated\app_localizations_pt.dart","438","'Sem Conte繳do'"
"lib\generated\app_localizations_pt.dart","442","'Pol穩tica de Privacidade de Lianlian Shiguang'"
"lib\generated\app_localizations_pt.dart","445","'?ltima atualiza癟瓊o: 10 de abril de 2026'"
"lib\generated\app_localizations_pt.dart","449","'Pol穩tica de Privacidade de \""Lianlian Shiguang\""\n?ltima atualiza癟瓊o: 10 de abril de 2026\n\nBem-vindo ao \""Lianlian Shiguang\"". Valorizamos sua privacidade. Esta pol穩tica explica como tratamos seus dados.\n\n1. Dados de Conta :\nLogin via Google/Facebook/Apple (UID, e-mail, apelido). O Firebase gerencia senhas criptografadas.\nIntera癟瓊o: Armazenamos di獺logos para que a IA mantenha a mem籀ria dos personagens.\nDispositivo: Modelo e vers瓊o do sistema para otimiza癟瓊o.\n\n2. Uso :\nMelhoria da IA, processamento de pagamentos e seguran癟a do servidor.\n\n3. Parceiros :\nGoogle Cloud, Firebase, OpenRouter, xAI, Meta. N瓊o vendemos seus di獺logos para publicidade.\n\n4. Exclus瓊o :\nDados seguros na nuvem. Voc礙 pode solicitar a exclus瓊o permanente da conta a qualquer momento.'"
"lib\generated\app_localizations_pt.dart","452","'Termos de Servi癟o de Lianlian Shiguang'"
"lib\generated\app_localizations_pt.dart","455","'?ltima atualiza癟瓊o: 10 de abril de 2026'"
"lib\generated\app_localizations_pt.dart","459","'Termos de Uso de \""Lianlian Shiguang\""\n?ltima atualiza癟瓊o: 10 de abril de 2026\n\nAo usar o servi癟o, voc礙 concorda com :\n\n1. Natureza da IA :\nRespostas geradas por IA, sem representa癟瓊o humana. Conte繳do pode ser fict穩cio.\n\n2. Pontos Virtuais :\nItens virtuais n瓊o reembols獺veis ap籀s o uso.\n\n3. Conduta :\nProibido conte繳do violento, ilegal ou interfer礙ncia no sistema.\n\n4. Propriedade :\nPersonagens oficiais (ex: Cheng An) e l籀gica pertencem ? equipe. ?cones (Google/Apple) sob licen癟a.\n\n5. Rescis瓊o :\nSuspens瓊o de conta em caso de viola癟瓊o das regras.'"
"lib\generated\app_localizations_pt.dart","462","'Fa癟a login primeiro'"
"lib\generated\app_localizations_pt.dart","465","'Gest瓊o de Personagens na Nuvem'"
"lib\generated\app_localizations_pt.dart","468","'Erro de Conex瓊o'"
"lib\generated\app_localizations_pt.dart","471","'Voc礙 ainda n瓊o conheceu nenhum personagem!'"
"lib\generated\app_localizations_pt.dart","490","'Ap籀s bloquear, voc礙 n瓊o receber獺 mensagens de $charName por enquanto.'"
"lib\generated\app_localizations_pt.dart","501","'Sem informa癟繭es detalhadas deste personagem ainda...'"
"lib\generated\app_localizations_pt.dart","507","'Informa癟繭es do usu獺rio n瓊o encontradas'"
"lib\generated\app_localizations_pt.dart","513","'A caixa de correio est獺 vazia~'"
"lib\generated\app_localizations_pt.dart","516","'Notifica癟瓊o do Sistema'"
"lib\generated\app_localizations_pt.dart","519","'Hist籀rico de Intera癟瓊o'"
"lib\generated\app_localizations_pt.dart","522","'Conte繳do Curtido'"
"lib\generated\app_localizations_pt.dart","528","'Fa癟a login para ver o hist籀rico'"
"lib\generated\app_localizations_pt.dart","531","'Voc礙 ainda n瓊o curtiu nenhuma postagem!'"
"lib\generated\app_localizations_pt.dart","535","'Sua pasta de favoritos est獺 vazia, explore o Sagu瓊o!'"
"lib\generated\app_localizations_pt.dart","544","'Laranja P繫r do Sol'"
"lib\generated\app_localizations_pt.dart","559","'Crie sua pr籀pria cor de ambiente'"
"lib\generated\app_localizations_th.dart","12","'鉊葡鉊??鉊晤?鉊?鉆葡'"
"lib\generated\app_localizations_th.dart","18","'鉊?鉊冢?鉊芹?鉊冢?鉊萼鉆艇鉊啤?鉊喪?鉊萼鉊董'"
"lib\generated\app_localizations_th.dart","21","'鉆鉊艇鉊菽?鉊Ｒ?鉊葡鉊拈葡'"
"lib\generated\app_localizations_th.dart","24","'鉆鉊虞鉆葉鉊?鉊晤?鉊葦鉊﹤?'"
"lib\generated\app_localizations_th.dart","27","'鉊虜鉊腺鉊晤?鉆腹鉆腹鉊菽?鉊虞鉆葉鉊?鉊丞腺'"
"lib\generated\app_localizations_th.dart","34","'鉆鉊葩鉊?鉆葉鉊葩鉊?鉊丞葡鉊?鉊萼鉆葦鉊丞?鉊?葡鉊Ｒ?鉊獅?鉊冢?鉊虞鉆葉鉊? $error'"
"lib\generated\app_localizations_th.dart","50","'鉊虜鉊葦鉊號'"
"lib\generated\app_localizations_th.dart","53","'鉊虜鉊?鉊耜腺'"
"lib\generated\app_localizations_th.dart","56","'鉊腦鉊啤?鉊嫩艇鉊??鉊喪腦鉊抉腺'"
"lib\generated\app_localizations_th.dart","59","'鉊﹤葭鉆鉊丞?鉊徇?鉆鉊徇艇鉊菽?鉊Ｒ腹'"
"lib\generated\app_localizations_th.dart","68","'鉊﹤虜鉆?鉊﹤萵鉆?'"
"lib\generated\app_localizations_th.dart","77","'鉊?虜鉆?鉊葭鉆?鉊徇?鉊毯?)'"
"lib\generated\app_localizations_th.dart","80","'鉊?虜鉆?鉊?鉊冢?(鉊葡鉊?'"
"lib\generated\app_localizations_th.dart","83","'鉊徇艇鉆葉'"
"lib\generated\app_localizations_th.dart","86","'鉊芹葷鉊Ｒ?鉊耜腹鉊?鉊耜?鉊啤艇鉊嗣?'"
"lib\generated\app_localizations_th.dart","92","'鉆鉊?鉊耜?鉊嫩?'"
"lib\generated\app_localizations_th.dart","95","'鉊?鉊冢?鉊抉?鉊耜?鉊?萼鉊徇葷鉆葡鉊葷鉊晤腺'"
"lib\generated\app_localizations_th.dart","102","'鉊?鉊冢腹鉊嫩艇鉊?號鉊?鉊耜?鉆腹鉆?鉊??鉊萵鉊?鉊腦鉊詮?鉊耜?鉊丞虞鉊冢?鉊?號鉊?鉊耜?鉆葦鉊﹤?鉊冢葭鉊?鉊?萵鉆?'"
"lib\generated\app_localizations_th.dart","105","'鉊芹腦鉆葡鉊?鉊晤葷鉊丞萼鉊腦'"
"lib\generated\app_localizations_th.dart","108","'鉊冢萵鉊丞?鉊晤?鉊﹤?鉊晤葷鉊丞萼鉊腦 (鉊?號鉊?鉊??鉆鉊?鉊腦鉊嫩?鉆?鉊??鉊艇鉆葦鉊丞萵鉊?'"
"lib\generated\app_localizations_th.dart","111","'鉊虞鉆葉鉊萵鉊抉艇鉊啤?鉊?*'"
"lib\generated\app_localizations_th.dart","114","'鉊董鉊冢?鉊毯?鉊耜腺鉊萵鉊抉艇鉊啤?鉊?'"
"lib\generated\app_localizations_th.dart","117","'鉊冢葡鉊Ｒ虜:'"
"lib\generated\app_localizations_th.dart","120","'鉊冢葡鉊葭鉊?*'"
"lib\generated\app_localizations_th.dart","123","'鉊抉萵鉊?鉊葩鉊?(MMDD)'"
"lib\generated\app_localizations_th.dart","126","'鉆鉊落 *'"
"lib\generated\app_localizations_th.dart","129","'鉆腹鉆?鉊?鉆鉊丞虞鉊冢?'"
"lib\generated\app_localizations_th.dart","135","'鉊徇?鉊毯?'"
"lib\generated\app_localizations_th.dart","141","'鉊芹?鉊抉?鉊芹號鉊?(cm)'"
"lib\generated\app_localizations_th.dart","144","'鉊丞萵鉊萱鉊萼鉊葡鉊Ｒ?鉊冢?:'"
"lib\generated\app_localizations_th.dart","150","'鉆?鉆?鉊虜鉊艇鉊毯?鉊葡鉊葉鉊獅?鉊?...'"
"lib\generated\app_localizations_th.dart","157","'鉊芹葩鉆?鉊葭鉆?鉊冢?:(鉆鉊?鉊?鉆鉊?鉊葵鉊腦鉊冢葷鉆?鉊葉鉊??鉊?葭, 鉆腹鉊? 鉊抉萵鉊?鉊?鉊?'"
"lib\generated\app_localizations_th.dart","160","'鉊芹葩鉆?鉊葭鉆?鉊艇鉊菽腺鉊?(鉆鉊?鉊?鉊﹤萼鉊?萼, 鉊葭鉆?鉊菽?鉆鉊芹葭鉊Ｒ?鉊萵鉊?'"
"lib\generated\app_localizations_th.dart","164","'鉊葷鉊耜腹鉊丞萵鉊?鉊丞?鉊? 鉊葭鉆?鉊﹤?鉊﹤葭鉆?鉊?腦鉊嫩?: (鉆鉊?鉊?鉊腦鉊毯?鉆?鉆艇鉆葷鉆鉊?鉊?鉊葦鉊丞?鉊葡鉊?'"
"lib\generated\app_localizations_th.dart","167","'鉊葩鉊?葩鉊Ｒ葡鉊?鉊耜?鉊耜?'"
"lib\generated\app_localizations_th.dart","171","'鉊?鉊喪?鉊芹葭鉊Ｒ?鉆艇鉊啤葵鉆?鉊丞?鉊葡鉊??鉊嫩?: (鉆鉊?鉊?鉊號鉊?鉊Ｒ?鉊?鉊耜?鉊芹?鉊?鉆?鉊丞?鉊徇?鉆葡)'"
"lib\generated\app_localizations_th.dart","175","'鉊萵鉊抉葉鉊Ｒ?鉊耜?鉊?鉊芹?鉊?鉊? (鉊號鉆?鉊丞?鉊? 鉊虜鉊?鉊?鉊菽?鉊晤?! 鉊萵鉊抉艇鉊啤?鉊? ...鉊冢?鉊?)'"
"lib\generated\app_localizations_th.dart","178","'鉊腦鉊啤葷鉊晤?鉊毯?鉊虞鉆葉鉊葦鉊丞萵鉊?鉊晤葷鉊丞萼鉊腦:'"
"lib\generated\app_localizations_th.dart","182","'鉆葵鉆?鉊?虞鉆葉鉊腦鉊耜葷鉆鉊虞鉆葉鉊葦鉊丞萵鉊?鉊晤葷鉊丞萼鉊腦 (鉆腹鉆?鉊葩鉊?2500 鉊萵鉊抉葉鉊晤?鉊拈腦)'"
"lib\generated\app_localizations_th.dart","185","'鉊虜鉊?鉊?葩鉆腹鉊?鉊?鉊冢?鉆鉊?虞鉆葉鉊腦鉊耜葷:'"
"lib\generated\app_localizations_th.dart","189","'鉆葵鉆?鉊虞鉆葉鉆鉊?虞鉆葉鉊?鉊冢?鉊萵鉊抉艇鉊啤?鉊?(鉆腹鉆?鉊葩鉊?2500 鉊萵鉊抉葉鉊晤?鉊拈腦)'"
"lib\generated\app_localizations_th.dart","193","'鉊?鉊芹腦鉊詮?鉆鉊?虞鉆葉鉊腦鉊耜葷 (鉆腹鉆?鉊葩鉊?50 鉊萵鉊抉葉鉊晤?鉊拈腦, 鉊萼鉆葵鉊?鉆?鉊萵鉊腦鉊萵鉊?鉊?'"
"lib\generated\app_localizations_th.dart","196","'鉊?鉊冢腹鉊嫩艇鉆鉊葩鉆腹鉆鉊葩鉊﹤?鉊葭鉆腺鉊抉?鉊晤?鉊萵鉊抉艇鉊啤?鉊?'"
"lib\generated\app_localizations_th.dart","199","'鉆葵鉆?鉆葉鉊﹤號鉊丞?鉊葩鉆腹鉆鉊葩鉊?..'"
"lib\generated\app_localizations_th.dart","202","'鉆鉊葩鉊?鉊腺鉆葦鉆?鉊嫩?鉆鉊丞?鉊?鉊葉鉊獅?鉊?鉊丞?鉊?鉊?鉊徇腦鉊獅葉鉆腹鉆?'"
"lib\generated\app_localizations_th.dart","214","'鉊萵鉊?鉊嗣?'"
"lib\generated\app_localizations_th.dart","220","'鉊虜鉊?鉊喪艇鉊晤?鉊萼鉊冢葉鉊?鉊耜?鉊徇?鉆葡鉊葉鉊芹腦鉆葡鉊?鉊晤葷鉊丞萼鉊腦'"
"lib\generated\app_localizations_th.dart","223","'鉊?鉊冢?鉊葡鉊??鉊晤?鉊葆鉊?鉊?鉊?鉊萵鉊腦鉆葡鉊葦鉊?虞鉊冢?鉊﹤??'"
"lib\generated\app_localizations_th.dart","229","'鉆腹鉆?鉆葉鉊?鉊耜腦'"
"lib\generated\app_localizations_th.dart","236","'鉆?鉊??鉊腦鉊冢?鉊虞鉆葉鉊萵鉊抉艇鉊啤?鉊??鉊丞萼鉊冢萵鉊?鉊徇艇鉊腦鉊嫩?鉆?鉊??鉊艇鉆葉鉊Ｒ?鉊耜?鉊?鉊冢腺鉊徇?鉊嗣?鉊腦鉊嫩?!'"
"lib\generated\app_localizations_th.dart","239","'鉊董鉊丞萵鉊?鉊晤?鉊葆鉊?..'"
"lib\generated\app_localizations_th.dart","242","'鉊董鉊丞萵鉊葉鉊晤?鉆葦鉊丞?鉊?號鉊?鉊耜?...'"
"lib\generated\app_localizations_th.dart","248","'鉊董鉊丞萵鉊?鉊?萼鉊﹤葷鉊丞?鉊丞腦鉊嫩?鉊葡鉊?..'"
"lib\generated\app_localizations_th.dart","251","'鉊董鉊丞萵鉊?鉊晤?鉊葆鉊?鉆葉鉊﹤號鉊丞?鉊晤葷鉊丞萼鉊腦...'"
"lib\generated\app_localizations_th.dart","255","'鉊芹腦鉆葡鉊?鉊晤葷鉊丞萼鉊腦 \""$charName\"" 鉆艇鉆葷!'"
"lib\generated\app_localizations_th.dart","264","'鉊芹腦鉆葡鉊?鉊晤葷鉊丞萼鉊腦鉆腹鉆葵鉊喪?鉊??鉊? $error'"
